# Jarðhiti (N500V), Náttúrufræðistofnun, after Helgi Torfason 2003, Jarðhitakort af Íslandi (NI-03016)
# source:    https://gis.lmi.is/geoserver/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=ni:ni_n50v_serstok_vernd_1_n500v_jardhiti_p&outputFormat=application/json&srsName=EPSG:4326
# licence:   CC BY 4.0 -- attribution: "Jarðhiti (N500V)" by Náttúrufræðistofnun is licensed under CC BY 4.0
# sha256:    5bae61ffb29609740a07e9038d24d1db05a1bc763f0d28fe1adbda0dc2fb6c4c  (of the rows below, so a hand edit is detectable)
# retrieved: 2026-09-24
# Generated by scripts/fetch-iceland-geothermal.mjs. Do not edit by hand.
id	type	lat	lng	accuracyMeters
832	gufa	64.4465	-17.2403	500
833	gufa	64.6881	-16.6541	500
834	gufa	64.68	-16.6712	500
835	gufa	64.6708	-16.6908	500
836	gufa	64.6705	-16.6914	500
837	gufa	64.6635	-16.7097	500
838	gufa	64.6552	-16.7059	500
839	gufa	65.0188	-16.691	500
840	gufa	65.0124	-16.7219	500
841	gufa	65.0153	-16.7706	500
842	gufa	65.0459	-16.7253	500
843	gufa	65.427	-16.6484	500
844	gufa	65.6351	-16.795	500
845	gufa	65.6409	-16.8043	500
846	gufa	65.6374	-16.812	500
847	gufa	65.6311	-16.815	500
848	gufa	65.6434	-16.8179	500
849	gufa	65.6354	-16.8593	500
850	gufa	65.6234	-16.8646	500
851	gufa	65.6996	-16.8302	500
852	gufa	65.6931	-16.7318	500
853	gufa	65.6994	-16.7401	500
854	gufa	65.7048	-16.7455	500
855	gufa	65.7065	-16.7566	500
856	gufa	65.7099	-16.7471	500
857	gufa	65.7201	-16.7515	500
858	gufa	65.7109	-16.773	500
859	gufa	65.7239	-16.7966	500
860	gufa	65.7316	-16.7884	500
861	gufa	65.7914	-16.7783	500
862	gufa	65.7942	-16.7605	500
863	gufa	65.8016	-16.7547	500
864	gufa	65.8137	-16.7522	500
865	gufa	65.8221	-16.7424	500
866	gufa	65.8845	-16.9301	500
867	gufa	65.8781	-16.9486	500
868	gufa	65.87	-16.9579	500
869	gufa	65.8794	-16.9676	500
870	gufa	65.9006	-16.9978	500
871	gufa	65.8666	-16.978	500
872	gufa	65.8814	-16.979	500
873	gufa	65.8723	-17.0054	500
874	gufa	65.8587	-16.9951	500
875	laug	65.6681	-23.9478	500
876	laug	65.6633	-23.9354	500
877	laug	65.6561	-23.9021	500
878	laug	65.6468	-23.8829	500
879	volgra	65.6133	-23.8226	500
880	volgra	65.6124	-23.7988	500
881	volgra	65.5911	-23.9727	500
882	laug	65.6327	-23.4656	500
883	laug	66.1093	-23.4278	500
884	volgra	66.0492	-22.8297	500
885	volgra	65.9914	-22.846	500
886	laug	65.8309	-22.6279	500
887	laug	65.9488	-21.388	500
888	volgra	65.7813	-21.4017	500
889	volgra	65.7794	-21.4007	500
890	volgra	64.1873	-21.7623	500
891	laug	64.0952	-22.0386	500
892	gufa	63.8136	-22.6995	500
893	gufa	63.9538	-22.0946	500
894	gufa	63.9182	-22.1396	500
895	gufa	63.8905	-22.036	500
896	laug	65.9859	-18.3988	500
897	volgra	64.1305	-21.7619	500
898	hver	64.6659	-22.3684	500
899	kolsýrulaugar	64.5145	-15.0746	500
900	kolsýrulaugar	64.085	-21.2989	500
901	volgra	65.7621	-21.674	500
902	volgra	65.8691	-21.341	500
903	volgra	66.1751	-22.0642	500
904	volgra	66.0546	-22.8263	500
905	volgra	64.4849	-21.1462	500
906	volgra	64.5645	-21.4074	500
907	volgra	64.5039	-21.3995	500
908	volgra	64.5163	-21.5208	500
909	volgra	64.6719	-21.4547	500
910	volgra	64.6201	-21.2653	500
911	volgra	64.6832	-21.2552	500
912	volgra	64.6623	-21.1697	500
913	kolsýrulaugar	64.8436	-21.9775	500
914	kolsýrulaugar	64.8757	-22.2695	500
915	kolsýrulaugar	64.903	-22.1314	500
916	kolsýrulaugar	64.9186	-22.0937	500
917	kolsýrulaugar	64.9047	-22.7442	500
918	kolsýrulaugar	64.8871	-23.6188	500
919	kolsýrulaugar	64.9458	-23.1666	500
920	laug	64.9883	-20.8969	500
921	laug	65.4041	-22.9735	500
922	volgra	65.4563	-20.3253	500
923	volgra	65.8028	-20.2428	500
924	laug	65.495	-19.3435	500
925	laug	65.5643	-18.0693	500
926	laug	65.4796	-18.0702	500
927	volgra	65.6465	-19.0249	500
928	hver	65.821	-18.0787	500
929	volgra	65.942	-18.11	500
930	volgra	65.8925	-17.5894	500
931	laug	66.0478	-17.3582	500
932	hver	65.8922	-17.3084	500
933	gufa	64.0876	-21.2579	500
934	gufa	64.0668	-21.2422	500
935	gufa	64.0259	-21.1692	500
936	gufa	64.0503	-21.2268	500
937	gufa	64.0709	-21.3205	500
938	volgra	64.4219	-20.978	500
939	volgra	65.2363	-20.0182	500
940	laug	65.4361	-19.3126	500
941	volgra	65.3537	-19.1057	500
942	volgra	65.1131	-18.4309	500
943	laug	65.029	-18.3203	500
944	volgra	64.9453	-18.2877	500
945	volgra	64.9245	-18.2722	500
946	gufa	64.6706	-17.9086	500
947	gufa	64.5953	-18.0806	500
948	gufa	64.8554	-19.5625	500
949	laug	64.8786	-19.5701	500
950	volgra	64.9326	-19.5982	500
951	gufa	64.9085	-19.543	500
952	volgra	64.032	-17.903	500
953	volgra	64.0159	-19.1492	500
954	laug	64.0217	-19.0947	500
955	volgra	64.0303	-19.0694	500
956	volgra	63.9776	-19.2279	500
957	laug	63.9577	-19.0148	500
958	gufa	63.9138	-19.0367	500
959	gufa	63.9039	-19.0463	500
960	volgra	63.8813	-19.0071	500
961	kolsýrulaugar	63.8602	-18.9734	500
962	kolsýrulaugar	63.8452	-18.9766	500
963	laug	63.8787	-19.1558	500
964	laug	63.8625	-19.193	500
965	volgra	63.8464	-19.2269	500
966	gufa	63.9153	-19.3037	500
967	gufa	63.8971	-19.2419	500
968	gufa	63.8914	-19.2288	500
969	volgra	63.8829	-19.2118	500
970	hiti í virkum eldstöðvum	63.9924	-19.6708	500
971	hiti í virkum eldstöðvum	63.4337	-20.2467	500
972	hiti í virkum eldstöðvum	63.3028	-20.6061	500
973	hver	63.3058	-20.6147	500
974	laug	65.6362	-16.9133	500
975	gufa	64.6543	-16.7249	500
976	laug	64.6761	-16.5469	500
977	volgra	64.7093	-16.4735	500
978	laug	64.2361	-16.0695	500
979	kolsýrulaugar	64.3341	-15.2456	500
980	kolsýrulaugar	64.2517	-15.4504	500
981	volgra	65.6767	-23.6043	500
982	laug	65.5249	-23.325	500
983	kolsýrulaugar	64.9818	-23.1581	500
984	laug	64.8211	-22.4367	500
985	volgra	64.6312	-21.4076	500
986	volgra	64.4506	-21.098	500
987	volgra	64.7257	-22.3375	500
988	volgra	64.162	-21.7407	500
989	volgra	64.1761	-21.5567	500
990	volgra	64.1687	-21.5049	500
991	volgra	64.1602	-21.5572	500
992	volgra	63.9933	-20.7565	500
993	laug	63.9295	-21.292	500
994	volgra	63.9401	-21.2738	500
995	volgra	63.9685	-21.2602	500
996	volgra	63.9688	-21.2157	500
997	laug	63.9876	-21.1604	500
998	laug	63.9806	-21.1672	500
999	volgra	64.4295	-20.9864	500
1000	volgra	64.4027	-19.9634	500
1001	volgra	64.3181	-20.2889	500
1002	volgra	63.9024	-20.5107	500
1003	volgra	64.0746	-19.9951	500
1004	volgra	65.442	-19.3149	500
1005	laug	65.4916	-19.3986	500
1006	volgra	65.4835	-19.3954	500
1007	volgra	64.6427	-18.5703	500
1008	volgra	64.6476	-18.5558	500
1009	volgra	64.6536	-18.54	500
1010	laug	64.8249	-19.276	500
1011	laug	66.1832	-16.9945	500
1012	volgra	66.1078	-16.9571	500
1013	volgra	65.8761	-17.453	500
1014	laug	65.8349	-17.3168	500
1015	volgra	65.8318	-17.2782	500
1016	laug	65.8185	-17.3031	500
1017	volgra	65.8078	-17.2927	500
1018	laug	65.8065	-17.3196	500
1019	laug	65.7841	-17.274	500
1020	volgra	65.7543	-17.253	500
1021	laug	65.7461	-17.3723	500
1022	laug	65.672	-17.3154	500
1023	volgra	65.6556	-17.3055	500
1024	laug	65.6463	-17.2831	500
1025	volgra	65.6385	-17.3001	500
1026	laug	65.629	-17.2934	500
1027	volgra	65.6207	-17.2967	500
1028	volgra	65.6515	-17.1763	500
1029	volgra	65.52	-23.488	500
1030	laug	65.8608	-22.5749	500
1031	volgra	65.7933	-21.3452	500
1032	laug	65.9728	-22.5994	500
1033	hiti í virkum eldstöðvum	63.6389	-19.4464	500
1034	hiti í virkum eldstöðvum	63.6375	-19.4428	500
1035	hiti í virkum eldstöðvum	64.8646	-16.8414	500
1036	hiti í virkum eldstöðvum	64.8703	-16.835	500
1037	hiti í virkum eldstöðvum	64.8805	-16.8097	500
